text	label
shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience 	1
this beautifully 	1
is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans 	0
to vaporize from your memory minutes after it ends 	0
the evocative imagery 	1
could work , especially since the actresses in the lead roles are all more than competent 	1
his impressions of life and loss and time and art with us 	1
seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum 	0
suspenseful cliché 	1
combined with indoctrinated prejudice 	0
playful 	1
the movie equivalent of staring into an open wound 	0
works its way up to merely bad rather than painfully awful 	0
mixes in as much humor as pathos 	1
is as blasphemous and nonsensical as a luis buñuel film without the latter 's attendant intelligence , poetry , passion , and genius 	0
is that it does n't make any sense . 	0
emerge dazed , confused as to whether you 've seen pornography or documentary 	0
energetic and sweetly 	1
filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting 	1
disturbing 	0
an unsettling picture 	0
she allows each character to confront their problems openly and honestly . 	1
debut effort by `` project greenlight '' winner is sappy and amateurish . 	0
artistically 	1
steers refreshingly clear of the usual cliches . 	1
on sophisticated , discerning taste 	1
unreligious 	0
turn on many people to opera , in general 	1
vowing , 	1
carries the day with impeccable comic timing , raffish charm and piercing intellect 	1
most brilliant 	1
all the more disquieting for its relatively gore-free allusions to the serial murders , 	0
to feel-good , follow-your-dream hollywood fantasies 	1
good 	1
adventure story and history lesson 	1
the irwins ' scenes are fascinating 	1
, my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures . 	0
bland hotels , highways , parking lots 	0
is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs 	1
were it not for the striking , quietly vulnerable personality of ms. ambrose 	1
a spark of its own 	1
fails to arrive at any satisfying destination 	0
terrific 10th-grade learning tool 	1
obvious determination to shock at any cost 	0
a dim-witted pairing 	0
is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable 	1
sheer unbridled delight 	1
an amusing little catch 	1
ultimately cowardly 	0
clever and cutting 	1
alternates between deadpan comedy and heartbreaking 	1
it preaches 	0
scenery , vibe 	1
instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence . 	0
feels comfortable with taking insane liberties and doing the goofiest stuff out of left field 	1
bracing 	1
a square , sentimental drama that satisfies , as comfort food often can 	1
not too fancy , not too filling , not too fluffy , but definitely tasty and sweet . 	1
help increase an average student 's self-esteem 	1
it looks good , but it is essentially empty . 	0
les 	1
one step further 	1
it 's simply unbearable 	0
sweet and sexy film 	1
heavy on the atmospheric weirdness 	0
is a stunning new young talent in one of chabrol 's most intense psychological mysteries 	1
smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - broadway play 	1
even very small children will be impressed by this tired retread 	1
being able to hit on a 15-year old when you 're over 100 	0
informative 	1
by even the corniest and most hackneyed contrivances 	0
the rock is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal . 	1
neither revelatory nor truly edgy -- merely crassly flamboyant and comedically labored . 	0
originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller . 	1
a weak script 	0
about the human need for monsters to blame for all that 	1
be made by african-americans because of its broad racial insensitivity towards african-americans 	0
need , neurosis and nervy 	0
while certainly clever in spots , this too-long , spoofy update of shakespeare 's macbeth does n't sustain a high enough level of invention . 	0
sacrifices its promise 	0
excellent 	1
more simply intrusive 	0
less-than-thrilling 	0
shedding light on a group of extremely talented musicians 	1
roussillon providing comic relief 	1
an energetic , violent movie with a momentum that never lets up . 	1
the film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor . 	1
the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry ... 	0
so much that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny 	0
ate a reeses 	1
throwaway 	0
sleek 	1
the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo . 	1
one of the finest 	1
it 's packed with adventure and a worthwhile environmental message , 	1
is like a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless . 	0
brash , intelligent and erotically perplexing , haneke 's portrait of an upper class austrian society and the suppression of its tucked away demons 	1
is a nonstop hoot 	1
winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars 	1
his oppressive , right-wing , propriety-obsessed family 	0
most daring , and complicated , performances 	1
the journey to the secret 's eventual discovery is a separate adventure , 	1
thoroughly enjoyed themselves 	1
intellect and feeling 	1
liked a lot of the smaller scenes 	1
murky 	0
a rich tale of our times , very well told with an appropriate minimum of means . 	1
is the kind of movie that gets a quick release before real contenders arrive in september 	0
is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks . 	0
its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff . 	1
